City 1,City 2,Heuristic
Indore,Surat,607
Jabalpur,Surat,1006
Jaipur,Surat,911
Jamshedpur,Surat,1488
Jullundur,Surat,1479
Kanpur,Surat,1296
Kolhapur,Surat,659
Lucknow,Surat,1375
Ludhiana,Surat,1430
Madras,Surat,1474
Madurai,Surat,1575
Meerut,Surat,1238
Nagpur,Surat,749
Nasik,Surat,262
Panjim,Surat,885
Patna,Surat,1742
Pondicherry,Surat,1471
Pune,Surat,412
Ranchi,Surat,1707
Shillong,Surat,2266
Shimla,Surat,1424
Trivandrum,Surat,1677
Varanasi,Surat,1462
Vijayawada,Surat,1226
Vishakapatnam,Surat,1556
Agartala,Trivandrum,3629
Agra,Trivandrum,2150
Ahmedabad,Trivandrum,1928
Allahabad,Trivandrum,1699
Amritsar,Trivandrum,2395
Asansol,Trivandrum,1992
Bangalore,Trivandrum,696
Baroda,Trivandrum,1809
Bhopal,Trivandrum,1844
Bhubaneshwar,Trivandrum,1953
Bombay,Trivandrum,1376
Calcutta,Trivandrum,1766
Calicut,Trivandrum,440
Chandigarh,Trivandrum,2183
Cochin,Trivandrum,218
Coimbatore,Trivandrum,413
Delhi,Trivandrum,1950
Gwalior,Trivandrum,2099
Hubli,Trivandrum,982
Hyderabad,Trivandrum,1259
Imphal,Trivandrum,3483
Indore,Trivandrum,1907
Jabalpur,Trivandrum,1880
Jaipur,Trivandrum,2042
Jamshedpur,Trivandrum,2034
Jullundur,Trivandrum,2325
Kanpur,Trivandrum,1892
Kolhapur,Trivandrum,1046
Lucknow,Trivandrum,1933
Ludhiana,Trivandrum,2260
Madras,Trivandrum,748
Madurai,Trivandrum,544
Meerut,Trivandrum,2016
Nagpur,Trivandrum,1735
Nasik,Trivandrum,1493
Panjim,Trivandrum,792
Patna,Trivandrum,2101
Pondicherry,Trivandrum,622
Pune,Trivandrum,1293
Ranchi,Trivandrum,2180
Shillong,Trivandrum,2568
Shimla,Trivandrum,2282
Surat,Trivandrum,1677
Varanasi,Trivandrum,2207
Vijayawada,Trivandrum,1180
Vishakapatnam,Trivandrum,1510
Agartala,Varanasi,1961
Agra,Varanasi,605
Ahmedabad,Varanasi,1367
Allahabad,Varanasi,508
Amritsar,Varanasi,1190
Asansol,Varanasi,675
Bangalore,Varanasi,1752
Baroda,Varanasi,1304
Bhopal,Varanasi,900
Bhubaneshwar,Varanasi,968
Bombay,Varanasi,1514
Calcutta,Varanasi,695
Calicut,Varanasi,2099
Chandigarh,Varanasi,976
Cochin,Varanasi,2115
Coimbatore,Varanasi,1995
Delhi,Varanasi,745
Gwalior,Varanasi,595
Hubli,Varanasi,1675
Hyderabad,Varanasi,1189
Imphal,Varanasi,1814
Indore,Varanasi,925
Jabalpur,Varanasi,858
Jaipur,Varanasi,832
Jamshedpur,Varanasi,753
Jullundur,Varanasi,1120
Kanpur,Varanasi,315
Kolhapur,Varanasi,1706
Lucknow,Varanasi,286
Ludhiana,Varanasi,1055
Madras,Varanasi,1753
Madurai,Varanasi,1918
Meerut,Varanasi,739
Nagpur,Varanasi,713
Nasik,Varanasi,1339
Panjim,Varanasi,1524
Patna,Varanasi,280
Pondicherry,Varanasi,1585
Pune,Varanasi,1459
Ranchi,Varanasi,582
Shillong,Varanasi,1299
Shimla,Varanasi,945
Surat,Varanasi,1462
Trivandrum,Varanasi,2207
Vijayawada,Varanasi,1455
Vishakapatnam,Varanasi,1413
Agartala,Vijayawada,3061
Agra,Vijayawada,1512
Ahmedabad,Vijayawada,1478
Allahabad,Vijayawada,1350
Amritsar,Vijayawada,2099
Asansol,Vijayawada,1298
Bangalore,Vijayawada,637
Baroda,Vijayawada,1359
Bhopal,Vijayawada,1077
Bhubaneshwar,Vijayawada,775
Bombay,Vijayawada,973
Calcutta,Vijayawada,1198
Calicut,Vijayawada,1147
Chandigarh,Vijayawada,1860
Cochin,Vijayawada,1053
Coimbatore,Vijayawada,858
Delhi,Vijayawada,1712
Gwalior,Vijayawada,1398
Hubli,Vijayawada,755
Hyderabad,Vijayawada,269
Imphal,Vijayawada,2914
Indore,Vijayawada,1187
Jabalpur,Vijayawada,999
Jaipur,Vijayawada,1592
Jamshedpur,Vijayawada,1197
Jullundur,Vijayawada,2014
Kanpur,Vijayawada,1519
Kolhapur,Vijayawada,847
Lucknow,Vijayawada,1583
Ludhiana,Vijayawada,1965
Madras,Vijayawada,432
Madurai,Vijayawada,912
Meerut,Vijayawada,1736
Nagpur,Vijayawada,742
Nasik,Vijayawada,1023
Panjim,Vijayawada,876
Patna,Vijayawada,1637
Pondicherry,Vijayawada,598
Pune,Vijayawada,814
Ranchi,Vijayawada,1335
Shillong,Vijayawada,1578
Shimla,Vijayawada,1959
Surat,Vijayawada,1226
Trivandrum,Vijayawada,1180
Varanasi,Vijayawada,1455
Vishakapatnam,Vijayawada,868
Agartala,Vishakapatnam,2731
Agra,Vishakapatnam,1680
Ahmedabad,Vishakapatnam,1785
Allahabad,Vishakapatnam,1518
Amritsar,Vishakapatnam,2267
Asansol,Vishakapatnam,968
Bangalore,Vishakapatnam,1093
Baroda,Vishakapatnam,1684
Bhopal,Vishakapatnam,1262
Bhubaneshwar,Vishakapatnam,445
Bombay,Vishakapatnam,1328
Calcutta,Vishakapatnam,868
Calicut,Vishakapatnam,1477
Chandigarh,Vishakapatnam,2028
Cochin,Vishakapatnam,1383
Coimbatore,Vishakapatnam,1188
Delhi,Vishakapatnam,1880
Gwalior,Vishakapatnam,1566
Hubli,Vishakapatnam,1085
Hyderabad,Vishakapatnam,599
Imphal,Vishakapatnam,2584
Indore,Vishakapatnam,1355
Jabalpur,Vishakapatnam,1167
Jaipur,Vishakapatnam,1760
Jamshedpur,Vishakapatnam,867
Jullundur,Vishakapatnam,2182
Kanpur,Vishakapatnam,1687
Kolhapur,Vishakapatnam,1177
Lucknow,Vishakapatnam,1699
Ludhiana,Vishakapatnam,2133
Madras,Vishakapatnam,762
Madurai,Vishakapatnam,1242
Meerut,Vishakapatnam,1904
Nagpur,Vishakapatnam,910
Nasik,Vishakapatnam,1353
Panjim,Vishakapatnam,1206
Patna,Vishakapatnam,1307
Pondicherry,Vishakapatnam,930
Pune,Vishakapatnam,1144
Ranchi,Vishakapatnam,1005
Shillong,Vishakapatnam,1908
Shimla,Vishakapatnam,2127
Surat,Vishakapatnam,1556
Trivandrum,Vishakapatnam,1510
Varanasi,Vishakapatnam,1413
Vijayawada,Vishakapatnam,868
